tentinh,wb_poverty,count,tax_amount
Kon Tum,lower-middle,20960.666666666668,11000
Kon Tum,normal,472024.13333333336,11000
Kon Tum,upper-middle,32911.4,11000
Lai Châu,extreme poverty,37938.73333333333,11000
Lai Châu,lower-middle,38990,11000
Lai Châu,normal,318068.8,11000
Lai Châu,upper-middle,78432.46666666667,11000
Long An,extreme poverty,6947.0666666666675,11000
Long An,lower-middle,6610.733333333334,11000
Long An,normal,1616396.8,11000
Long An,upper-middle,43907.4,11000
Lào Cai,extreme poverty,18541.066666666666,11000
Lào Cai,lower-middle,42237.066666666666,11000
Lào Cai,normal,598536.8,11000
Lào Cai,upper-middle,94711.06666666667,11000
Lâm Đồng,extreme poverty,11929.933333333334,11000
Lâm Đồng,lower-middle,12129.266666666666,11000
Lâm Đồng,normal,1217410.8,11000
Lâm Đồng,upper-middle,61591,11000
Lạng Sơn,extreme poverty,18748.266666666666,11000
Lạng Sơn,lower-middle,30788.933333333334,11000
Lạng Sơn,normal,562182.7333333333,11000
Lạng Sơn,upper-middle,107058.06666666667,11000
Nam Định,extreme poverty,18425.8,11000
Nam Định,lower-middle,22950.266666666666,11000
Nam Định,normal,1652922.2,11000
Nam Định,upper-middle,87425.73333333334,11000
Nghệ An,extreme poverty,63659,11000
Nghệ An,lower-middle,44684.53333333333,11000
Nghệ An,normal,2621011.466666667,11000
Nghệ An,upper-middle,285509,11000
Ninh Bình,extreme poverty,14139.133333333333,11000
Ninh Bình,lower-middle,9190.466666666667,11000
Ninh Bình,normal,942739.2666666667,11000
Ninh Bình,upper-middle,35857.13333333333,11000
Ninh Thuận,extreme poverty,26426.866666666665,11000
Ninh Thuận,lower-middle,17256.266666666666,11000
Ninh Thuận,normal,524735.7333333333,11000
Ninh Thuận,upper-middle,48598.13333333333,11000
Phú Thọ,extreme poverty,35810.6,11000
Phú Thọ,lower-middle,34866.933333333334,11000
Phú Thọ,normal,1396007.2,11000
Phú Thọ,upper-middle,58348.26666666667,11000
Phú Yên,extreme poverty,13916.666666666668,11000
Phú Yên,lower-middle,12734.2,11000
Phú Yên,normal,792865.8666666667,11000
Phú Yên,upper-middle,40623.26666666667,11000
Quảng Bình,extreme poverty,41133.86666666667,11000
Quảng Bình,lower-middle,14480.066666666666,11000
Quảng Bình,normal,734393.5333333333,11000
Quảng Bình,upper-middle,27555.533333333333,11000
Quảng Nam,extreme poverty,27890.533333333333,11000
Quảng Nam,lower-middle,18327.2,11000
Quảng Nam,normal,1362909.4666666666,11000
Quảng Nam,upper-middle,75513.8,11000
Quảng Ngãi,extreme poverty,26676.666666666668,11000
Quảng Ngãi,lower-middle,34287.86666666667,11000
Quảng Ngãi,normal,1042725.8666666667,11000
Quảng Ngãi,upper-middle,88875.6,11000
Quảng Ninh,extreme poverty,13075.733333333334,11000
Quảng Ninh,lower-middle,7620,11000
Quảng Ninh,normal,1326646.6666666667,11000
Quảng Ninh,upper-middle,8042.6,11000
Quảng Trị,extreme poverty,9821.6,11000
Quảng Trị,lower-middle,14286.933333333332,11000
Quảng Trị,normal,605517.2,11000
Quảng Trị,upper-middle,36932.26666666666,11000
Sóc Trăng,extreme poverty,14210.6,11000
Sóc Trăng,lower-middle,12306.733333333334,11000
Sóc Trăng,normal,1020896.4666666667,11000
Sóc Trăng,upper-middle,65283.2,11000
Sơn La,extreme poverty,118496.93333333333,11000
Sơn La,lower-middle,68118.73333333334,11000
Sơn La,normal,859609.6,11000
Sơn La,upper-middle,208780.73333333334,11000
Thanh Hóa,normal,3557610,11000
Thái Bình,lower-middle,10434,11000
Thái Bình,normal,1575618.9333333333,11000
Thái Bình,upper-middle,42184.066666666666,11000
Thái Nguyên,extreme poverty,2986.3999999999996,11000
Thái Nguyên,lower-middle,11695.866666666667,11000
Thái Nguyên,normal,1232514.2666666666,11000
Thái Nguyên,upper-middle,45811.46666666667,11000
Thừa Thiên Huế,extreme poverty,17637.733333333334,11000
Thừa Thiên Huế,lower-middle,13627.4,11000
Thừa Thiên Huế,normal,1059993.6666666667,11000
Thừa Thiên Huế,upper-middle,46516.2,11000
Tiền Giang,extreme poverty,19773.466666666667,11000
Tiền Giang,lower-middle,16647.333333333332,11000
Tiền Giang,normal,1643812.6,11000
Tiền Giang,upper-middle,83723.6,11000
Trà Vinh,extreme poverty,12735.866666666667,11000
Trà Vinh,lower-middle,13384.333333333334,11000
Trà Vinh,normal,895023.7333333333,11000
Trà Vinh,upper-middle,54494.066666666666,11000
Tuyên Quang,extreme poverty,26234.066666666666,11000
Tuyên Quang,lower-middle,22632.8,11000
Tuyên Quang,normal,707885.4666666667,11000
Tuyên Quang,upper-middle,47769.666666666664,11000
Tây Ninh,extreme poverty,1294.1333333333334,11000
Tây Ninh,normal,1101555.9333333333,11000
Tây Ninh,upper-middle,26658.933333333334,11000
Vĩnh Long,extreme poverty,7965.6,11000
Vĩnh Long,lower-middle,12973.533333333333,11000
Vĩnh Long,normal,976621.0666666667,11000
Vĩnh Long,upper-middle,74199.8,11000
Vĩnh Phúc,extreme poverty,8099.6,11000
Vĩnh Phúc,lower-middle,9806.133333333333,11000
Vĩnh Phúc,normal,1137711.7333333334,11000
Vĩnh Phúc,upper-middle,50976.53333333333,11000
Yên Bái,extreme poverty,15629.466666666667,11000
Yên Bái,lower-middle,29725.333333333332,11000
Yên Bái,normal,747483.2,11000
Yên Bái,upper-middle,80797,11000
Điện Biên,extreme poverty,47874.73333333334,11000
Điện Biên,lower-middle,66718.26666666666,11000
Điện Biên,normal,360117.60000000003,11000
Điện Biên,upper-middle,134995.4,11000
Đà Nẵng,normal,1190414,11000
Đắk Lắk,extreme poverty,39436.933333333334,11000
Đắk Lắk,lower-middle,84157.26666666666,11000
Đắk Lắk,normal,1590598.5333333332,11000
Đắk Lắk,upper-middle,132253.26666666666,11000
Đắk Nông,extreme poverty,15358.466666666667,11000
Đắk Nông,lower-middle,18389.066666666666,11000
Đắk Nông,normal,558530.2,11000
Đắk Nông,upper-middle,66311.26666666666,11000
Đồng Nai,extreme poverty,2499.2,11000
Đồng Nai,lower-middle,4562.4,11000
Đồng Nai,normal,3011893.6666666665,11000
Đồng Nai,upper-middle,21879.733333333334,11000
Đồng Tháp,extreme poverty,1819,11000
Đồng Tháp,lower-middle,3864.4666666666662,11000
Đồng Tháp,normal,1515877.8666666667,11000
Đồng Tháp,upper-middle,24655.666666666664,11000
An Giang,lower-middle,9842.4,12000
An Giang,normal,1857140.2666666666,12000
An Giang,upper-middle,31719.333333333336,12000
Bà Rịa - Vũng Tàu,extreme poverty,6329.066666666667,12000
Bà Rịa - Vũng Tàu,lower-middle,1478.9333333333334,12000
Bà Rịa - Vũng Tàu,normal,1113111,12000
Bà Rịa - Vũng Tàu,upper-middle,32740,12000
Bình Dương,lower-middle,6520.866666666667,12000
Bình Dương,normal,2804495.8666666667,12000
Bình Dương,upper-middle,6504.266666666666,12000
Bình Phước,extreme poverty,4627,12000
Bình Phước,lower-middle,4149.333333333334,12000
Bình Phước,normal,973766,12000
Bình Phước,upper-middle,26565.666666666668,12000
Bình Thuận,normal,1223288,12000
Bình Định,extreme poverty,48232.8,12000
Bình Định,lower-middle,29987.266666666666,12000
Bình Định,normal,1297931.6,12000
Bình Định,upper-middle,105707.33333333333,12000
Bạc Liêu,extreme poverty,7001.6,12000
Bạc Liêu,lower-middle,5155.6,12000
Bạc Liêu,normal,848391.1333333333,12000
Bạc Liêu,upper-middle,30967.666666666668,12000
Bắc Giang,extreme poverty,13546.533333333333,12000
Bắc Giang,lower-middle,10339.733333333334,12000
Bắc Giang,normal,1701330.8,12000
Bắc Giang,upper-middle,48934.933333333334,12000
Bắc Kạn,extreme poverty,49950.4,12000
Bắc Kạn,lower-middle,26092.13333333333,12000
Bắc Kạn,normal,203528.26666666666,12000
Bắc Kạn,upper-middle,32787.2,12000
Bắc Ninh,extreme poverty,14102.666666666666,12000
Bắc Ninh,lower-middle,3559.533333333333,12000
Bắc Ninh,normal,1507851.5333333334,12000
Bắc Ninh,upper-middle,28727.266666666666,12000
Bến Tre,extreme poverty,34460.2,12000
Bến Tre,lower-middle,24944.4,12000
Bến Tre,normal,1063107.3333333333,12000
Bến Tre,upper-middle,77140.06666666667,12000
Cao Bằng,extreme poverty,56399.73333333334,12000
Cao Bằng,lower-middle,47932.8,12000
Cao Bằng,normal,355098.8,12000
Cao Bằng,upper-middle,73782.66666666667,12000
Cà Mau,extreme poverty,22296.733333333334,12000
Cà Mau,lower-middle,33252.066666666666,12000
Cà Mau,normal,1023319.1333333333,12000
Cà Mau,upper-middle,69138.06666666667,12000
Cần Thơ,extreme poverty,3641.333333333333,12000
Cần Thơ,lower-middle,10149.466666666667,12000
Cần Thơ,normal,1419045.6666666667,12000
Cần Thơ,upper-middle,15809.533333333333,12000
Gia Lai,extreme poverty,70551.6,12000
Gia Lai,lower-middle,107182.33333333333,12000
Gia Lai,normal,1258718.1333333333,12000
Gia Lai,upper-middle,175003.93333333332,12000
Hoà Bình,extreme poverty,22467.866666666665,12000
Hoà Bình,lower-middle,15062.866666666667,12000
Hoà Bình,normal,739605.4,12000
Hoà Bình,upper-middle,61306.86666666667,12000
Hà Giang,extreme poverty,89615.33333333333,12000
Hà Giang,lower-middle,57213.8,12000
Hà Giang,normal,593404.6,12000
Hà Giang,upper-middle,143248.26666666666,12000
Hà Nam,extreme poverty,6377.466666666666,12000
Hà Nam,lower-middle,20512.333333333332,12000
Hà Nam,normal,785782.7333333333,12000
Hà Nam,upper-middle,26643.466666666667,12000
Hà Nội,extreme poverty,29788.13333333333,12000
Hà Nội,lower-middle,20642.533333333333,12000
Hà Nội,normal,8488214.533333333,12000
Hà Nội,upper-middle,167789.8,12000
Hà Tĩnh,extreme poverty,36776.2,12000
Hà Tĩnh,lower-middle,32600.466666666667,12000
Hà Tĩnh,normal,1074842.6,12000
Hà Tĩnh,upper-middle,116874.73333333334,12000
Hưng Yên,extreme poverty,26474.866666666665,12000
Hưng Yên,lower-middle,7677.266666666666,12000
Hưng Yên,normal,1314799,12000
Hưng Yên,upper-middle,50230.86666666667,12000
Hải Dương,extreme poverty,24190.86666666667,12000
Hải Dương,lower-middle,14668.066666666668,12000
Hải Dương,normal,2075979.4,12000
Hải Dương,upper-middle,47568.666666666664,12000
Hải Phòng,extreme poverty,24075.399999999998,12000
Hải Phòng,lower-middle,12267.066666666666,12000
Hải Phòng,normal,1935072.5999999999,12000
Hải Phòng,upper-middle,57326.933333333334,12000
Hậu Giang,extreme poverty,5758.466666666666,12000
Hậu Giang,lower-middle,18402.866666666665,12000
Hậu Giang,normal,599004.8666666667,12000
Hậu Giang,upper-middle,34931.8,12000
Hồ Chí Minh,normal,8794113,12000
Khánh Hòa,normal,1192853,12000
Kiên Giang,extreme poverty,8503.133333333333,12000
Kiên Giang,lower-middle,16726,12000
Kiên Giang,normal,1701107.8,12000
Kiên Giang,upper-middle,42117.066666666666,12000
Kon Tum,extreme poverty,29874.466666666667,12000
Kon Tum,lower-middle,19777.2,12000
Kon Tum,normal,467866.8,12000
Kon Tum,upper-middle,35817.53333333333,12000
Lai Châu,extreme poverty,45045.933333333334,12000
Lai Châu,lower-middle,33392.13333333333,12000
Lai Châu,normal,314463.93333333335,12000
Lai Châu,upper-middle,80528,12000
Long An,extreme poverty,8999.400000000001,12000
Long An,lower-middle,4558.4,12000
Long An,normal,1614254.4,12000
Long An,upper-middle,46049.8,12000
Lào Cai,extreme poverty,21747.2,12000
Lào Cai,lower-middle,43737,12000
Lào Cai,normal,590825.7333333334,12000
Lào Cai,upper-middle,97716.06666666667,12000
Lâm Đồng,extreme poverty,17369.6,12000
Lâm Đồng,lower-middle,6689.6,12000
Lâm Đồng,normal,1215390.8,12000
Lâm Đồng,upper-middle,63611,12000
Lạng Sơn,extreme poverty,24760.466666666667,12000
Lạng Sơn,lower-middle,30184.4,12000
Lạng Sơn,normal,559973.5333333333,12000
Lạng Sơn,upper-middle,103859.6,12000
Nam Định,extreme poverty,20255.8,12000
Nam Định,lower-middle,24359.466666666667,12000
Nam Định,normal,1642799.4,12000
Nam Định,upper-middle,94309.33333333333,12000
Nghệ An,extreme poverty,74638,12000
Nghệ An,lower-middle,63811.26666666667,12000
Nghệ An,normal,2592303.933333333,12000
Nghệ An,upper-middle,284110.8,12000
Ninh Bình,extreme poverty,14139.133333333333,12000
Ninh Bình,lower-middle,9190.466666666667,12000
Ninh Bình,normal,938985.8666666667,12000
Ninh Bình,upper-middle,39610.53333333333,12000
Ninh Thuận,extreme poverty,28300.533333333333,12000
Ninh Thuận,lower-middle,16493.266666666666,12000
Ninh Thuận,normal,523562.6666666667,12000
Ninh Thuận,upper-middle,48660.53333333333,12000
Phú Thọ,extreme poverty,39170.6,12000
Phú Thọ,lower-middle,38439.2,12000
Phú Thọ,normal,1393502.8666666667,12000
Phú Thọ,upper-middle,53920.333333333336,12000
Phú Yên,extreme poverty,16675.6,12000
Phú Yên,lower-middle,11643,12000
Phú Yên,normal,787976.5333333333,12000
Phú Yên,upper-middle,43844.86666666667,12000
Quảng Bình,extreme poverty,44410.333333333336,12000
Quảng Bình,lower-middle,15741.6,12000
Quảng Bình,normal,734393.5333333333,12000
Quảng Bình,upper-middle,23017.533333333333,12000
Quảng Nam,extreme poverty,29992.4,12000
Quảng Nam,lower-middle,26452.333333333332,12000
Quảng Nam,normal,1357238.6666666667,12000
Quảng Nam,upper-middle,70957.6,12000
Quảng Ngãi,extreme poverty,28260.666666666668,12000
Quảng Ngãi,lower-middle,37297.4,12000
Quảng Ngãi,normal,1038233.8,12000
Quảng Ngãi,upper-middle,88774.13333333333,12000
Quảng Ninh,extreme poverty,14821.733333333334,12000
Quảng Ninh,lower-middle,5874,12000
Quảng Ninh,normal,1326646.6666666667,12000
Quảng Ninh,upper-middle,8042.6,12000
Quảng Trị,extreme poverty,11013.133333333333,12000
Quảng Trị,lower-middle,14152.8,12000
Quảng Trị,normal,604459.8,12000
Quảng Trị,upper-middle,36932.26666666666,12000
Sóc Trăng,extreme poverty,18018.866666666665,12000
Sóc Trăng,lower-middle,10044.6,12000
Sóc Trăng,normal,1017822.6,12000
Sóc Trăng,upper-middle,66810.93333333333,12000
Sơn La,extreme poverty,123566.33333333333,12000
Sơn La,lower-middle,73428.2,12000
Sơn La,normal,848954.9333333333,12000
Sơn La,upper-middle,209056.53333333333,12000
Thanh Hóa,normal,3557610,12000
Thái Bình,extreme poverty,2590.2666666666664,12000
Thái Bình,lower-middle,12014.866666666667,12000
Thái Bình,normal,1572680.9333333333,12000
Thái Bình,upper-middle,40950.933333333334,12000
Thái Nguyên,extreme poverty,2986.3999999999996,12000
Thái Nguyên,lower-middle,15414.666666666666,12000
Thái Nguyên,normal,1226899.4666666668,12000
Thái Nguyên,upper-middle,47707.46666666667,12000
Thừa Thiên Huế,extreme poverty,19286.733333333334,12000
Thừa Thiên Huế,lower-middle,16880.933333333334,12000
Thừa Thiên Huế,normal,1058388.0666666667,12000
Thừa Thiên Huế,upper-middle,43219.26666666666,12000
Tiền Giang,extreme poverty,21699.866666666665,12000
Tiền Giang,lower-middle,23232.6,12000
Tiền Giang,normal,1638207.9333333333,12000
Tiền Giang,upper-middle,80816.6,12000
Trà Vinh,extreme poverty,12735.866666666667,12000
Trà Vinh,lower-middle,21087.8,12000
Trà Vinh,normal,895023.7333333333,12000
Trà Vinh,upper-middle,46790.6,12000
Tuyên Quang,extreme poverty,28993.133333333335,12000
Tuyên Quang,lower-middle,19873.733333333334,12000
Tuyên Quang,normal,706681.7333333333,12000
Tuyên Quang,upper-middle,48973.4,12000
Tây Ninh,extreme poverty,1294.1333333333334,12000
Tây Ninh,lower-middle,1902.6,12000
Tây Ninh,normal,1101555.9333333333,12000
Tây Ninh,upper-middle,24756.333333333332,12000
Vĩnh Long,extreme poverty,7965.6,12000
Vĩnh Long,lower-middle,18144.333333333332,12000
Vĩnh Long,normal,967948.0666666667,12000
Vĩnh Long,upper-middle,77702,12000
Vĩnh Phúc,extreme poverty,8099.6,12000
Vĩnh Phúc,lower-middle,9806.133333333333,12000
Vĩnh Phúc,normal,1133784.3333333333,12000
Vĩnh Phúc,upper-middle,54903.933333333334,12000
Yên Bái,extreme poverty,19260,12000
Yên Bái,lower-middle,30872.8,12000
Yên Bái,normal,743495.4,12000
Yên Bái,upper-middle,80006.8,12000
Điện Biên,extreme poverty,57453.53333333333,12000
Điện Biên,lower-middle,70308,12000
Điện Biên,normal,354745,12000
Điện Biên,upper-middle,127199.46666666667,12000
Đà Nẵng,normal,1190414,12000
Đắk Lắk,extreme poverty,40828.933333333334,12000
Đắk Lắk,lower-middle,87461.59999999999,12000
Đắk Lắk,normal,1589206.5333333332,12000
Đắk Lắk,upper-middle,128948.93333333333,12000
Đắk Nông,extreme poverty,17578.333333333332,12000
Đắk Nông,lower-middle,21478.133333333335,12000
Đắk Nông,normal,558530.2,12000
Đắk Nông,upper-middle,61002.333333333336,12000
Đồng Nai,extreme poverty,7061.5999999999995,12000
Đồng Nai,normal,3006113.533333333,12000
Đồng Nai,upper-middle,27659.86666666667,12000
Đồng Tháp,extreme poverty,1819,12000
Đồng Tháp,lower-middle,5628.466666666666,12000
Đồng Tháp,normal,1514067.0666666667,12000
Đồng Tháp,upper-middle,24702.466666666667,12000
An Giang,extreme poverty,2130.9333333333334,13000
An Giang,lower-middle,11591.466666666667,13000
An Giang,normal,1857140.2666666666,13000
An Giang,upper-middle,27839.333333333336,13000
Bà Rịa - Vũng Tàu,extreme poverty,7808,13000
Bà Rịa - Vũng Tàu,normal,1113111,13000
Bà Rịa - Vũng Tàu,upper-middle,32740,13000
Bình Dương,lower-middle,6520.866666666667,13000
Bình Dương,normal,2804495.8666666667,13000
Bình Dương,upper-middle,6504.266666666666,13000
Bình Phước,extreme poverty,6289.666666666667,13000
Bình Phước,lower-middle,3888.8,13000
Bình Phước,normal,970474.9333333333,13000
Bình Phước,upper-middle,28454.600000000002,13000
Bình Thuận,normal,1223288,13000
Bình Định,extreme poverty,55044.86666666667,13000
Bình Định,lower-middle,30718.533333333333,13000
Bình Định,normal,1294695.9333333333,13000
Bình Định,upper-middle,101399.66666666667,13000
Bạc Liêu,extreme poverty,7001.6,13000
Bạc Liêu,lower-middle,6611.6,13000
Bạc Liêu,normal,845683.6666666666,13000
Bạc Liêu,upper-middle,32219.133333333335,13000
Bắc Giang,extreme poverty,19582.666666666668,13000
Bắc Giang,lower-middle,6126.933333333333,13000
Bắc Giang,normal,1695210.4,13000
Bắc Giang,upper-middle,53232,13000
Bắc Kạn,extreme poverty,51719.2,13000
Bắc Kạn,lower-middle,24846.933333333334,13000
Bắc Kạn,normal,201234,13000
Bắc Kạn,upper-middle,34557.86666666667,13000
Bắc Ninh,extreme poverty,14102.666666666666,13000
Bắc Ninh,lower-middle,3559.533333333333,13000
Bắc Ninh,normal,1503344.4666666666,13000
Bắc Ninh,upper-middle,33234.333333333336,13000
Bến Tre,extreme poverty,36122.933333333334,13000
Bến Tre,lower-middle,29299.266666666666,13000
Bến Tre,normal,1054765.8,13000
Bến Tre,upper-middle,79464,13000
Cao Bằng,extreme poverty,61646.53333333333,13000
Cao Bằng,lower-middle,47453.26666666667,13000
Cao Bằng,normal,352245.5333333333,13000
Cao Bằng,upper-middle,71868.66666666667,13000
Cà Mau,extreme poverty,29156.933333333334,13000
Cà Mau,lower-middle,32029.8,13000
Cà Mau,normal,1019466,13000
Cà Mau,upper-middle,67353.26666666666,13000
Cần Thơ,extreme poverty,7609.333333333333,13000
Cần Thơ,lower-middle,6181.466666666667,13000
Cần Thơ,normal,1419045.6666666667,13000
Cần Thơ,upper-middle,15809.533333333333,13000
Gia Lai,extreme poverty,75542.93333333333,13000
Gia Lai,lower-middle,113210.53333333333,13000
Gia Lai,normal,1240243.9333333333,13000
Gia Lai,upper-middle,182458.6,13000
Hoà Bình,extreme poverty,24219.8,13000
Hoà Bình,lower-middle,14160.533333333333,13000
Hoà Bình,normal,737767.2,13000
Hoà Bình,upper-middle,62295.46666666667,13000
Hà Giang,extreme poverty,95927.26666666666,13000
Hà Giang,lower-middle,53241.066666666666,13000
Hà Giang,normal,587260.4666666667,13000
Hà Giang,upper-middle,147053.2,13000
Hà Nam,extreme poverty,8908.333333333334,13000
Hà Nam,lower-middle,17981.466666666667,13000
Hà Nam,normal,785782.7333333333,13000
Hà Nam,upper-middle,26643.466666666667,13000
Hà Nội,extreme poverty,33524.73333333333,13000
Hà Nội,lower-middle,32920.2,13000
Hà Nội,normal,8475106.333333334,13000
Hà Nội,upper-middle,164883.73333333334,13000
Hà Tĩnh,extreme poverty,44642.4,13000
Hà Tĩnh,lower-middle,26362.666666666668,13000
Hà Tĩnh,normal,1065274.4,13000
Hà Tĩnh,upper-middle,124814.53333333334,13000
Hưng Yên,extreme poverty,30436.466666666667,13000
Hưng Yên,lower-middle,3715.6666666666665,13000
Hưng Yên,normal,1312644.8666666667,13000
Hưng Yên,upper-middle,52385,13000
Hải Dương,extreme poverty,27204.2,13000
Hải Dương,lower-middle,11654.733333333334,13000
Hải Dương,normal,2070335.4,13000
Hải Dương,upper-middle,53212.666666666664,13000
Hải Phòng,extreme poverty,24075.399999999998,13000
Hải Phòng,lower-middle,16269.933333333334,13000
Hải Phòng,normal,1935072.5999999999,13000
Hải Phòng,upper-middle,53324.066666666666,13000
Hậu Giang,extreme poverty,5758.466666666666,13000
Hậu Giang,lower-middle,19262.866666666665,13000
Hậu Giang,normal,597847.5333333333,13000
Hậu Giang,upper-middle,35229.13333333333,13000
Hồ Chí Minh,normal,8794113,13000
Khánh Hòa,normal,1192853,13000
Kiên Giang,extreme poverty,8503.133333333333,13000
Kiên Giang,lower-middle,19391,13000
Kiên Giang,normal,1701107.8,13000
Kiên Giang,upper-middle,39452.066666666666,13000
Kon Tum,extreme poverty,30792.399999999998,13000
Kon Tum,lower-middle,22511.866666666665,13000
Kon Tum,normal,464142.5333333333,13000
Kon Tum,upper-middle,35889.2,13000
Lai Châu,extreme poverty,53403.73333333333,13000
Lai Châu,lower-middle,34373,13000
Lai Châu,normal,303198.93333333335,13000
Lai Châu,upper-middle,82454.33333333333,13000
Long An,extreme poverty,8999.400000000001,13000
Long An,lower-middle,9206.333333333334,13000
Long An,normal,1609469.0666666667,13000
Long An,upper-middle,46187.2,13000
Lào Cai,extreme poverty,27596,13000
Lào Cai,lower-middle,47151.4,13000
Lào Cai,normal,585528.0666666667,13000
Lào Cai,upper-middle,93750.53333333334,13000
Lâm Đồng,extreme poverty,20453.333333333332,13000
Lâm Đồng,lower-middle,8846.066666666668,13000
Lâm Đồng,normal,1213510.1333333333,13000
Lâm Đồng,upper-middle,60251.46666666667,13000
Lạng Sơn,extreme poverty,27836.266666666666,13000
Lạng Sơn,lower-middle,31087.4,13000
Lạng Sơn,normal,557176.0666666667,13000
Lạng Sơn,upper-middle,102678.26666666666,13000
Nam Định,extreme poverty,25637.333333333336,13000
Nam Định,lower-middle,24365.333333333336,13000
Nam Định,normal,1641048.2,13000
Nam Định,upper-middle,90673.13333333333,13000
Nghệ An,extreme poverty,80200.86666666667,13000
Nghệ An,lower-middle,70027.73333333334,13000
Nghệ An,normal,2579876.066666667,13000
Nghệ An,upper-middle,284759.3333333333,13000
Ninh Bình,extreme poverty,15307.133333333333,13000
Ninh Bình,lower-middle,8022.466666666666,13000
Ninh Bình,normal,937666.7333333333,13000
Ninh Bình,upper-middle,40929.666666666664,13000
Ninh Thuận,extreme poverty,28300.533333333333,13000
Ninh Thuận,lower-middle,19348.466666666667,13000
Ninh Thuận,normal,523562.6666666667,13000
Ninh Thuận,upper-middle,45805.333333333336,13000
Phú Thọ,extreme poverty,42590.86666666667,13000
Phú Thọ,lower-middle,35018.933333333334,13000
Phú Thọ,normal,1389838.3333333333,13000
Phú Thọ,upper-middle,57584.86666666667,13000
Phú Yên,extreme poverty,19137.2,13000
Phú Yên,lower-middle,10632.2,13000
Phú Yên,normal,783269.1333333333,13000
Phú Yên,upper-middle,47101.46666666667,13000
Quảng Bình,extreme poverty,44410.333333333336,13000
Quảng Bình,lower-middle,18084.6,13000
Quảng Bình,normal,732879.2,13000
Quảng Bình,upper-middle,22188.866666666665,13000
Quảng Nam,extreme poverty,36299.46666666667,13000
Quảng Nam,lower-middle,25410.86666666667,13000
Quảng Nam,normal,1351691.4,13000
Quảng Nam,upper-middle,71239.26666666666,13000
Quảng Ngãi,extreme poverty,31837.2,13000
Quảng Ngãi,lower-middle,40659.933333333334,13000
Quảng Ngãi,normal,1034209.5333333333,13000
Quảng Ngãi,upper-middle,85859.33333333333,13000
Quảng Ninh,extreme poverty,17181.533333333333,13000
Quảng Ninh,lower-middle,3514.2000000000003,13000
Quảng Ninh,normal,1325069.8666666667,13000
Quảng Ninh,upper-middle,9619.4,13000
Quảng Trị,extreme poverty,12267.133333333333,13000
Quảng Trị,lower-middle,12898.8,13000
Quảng Trị,normal,601500.9333333333,13000
Quảng Trị,upper-middle,39891.13333333333,13000
Sóc Trăng,extreme poverty,19428.866666666665,13000
Sóc Trăng,lower-middle,10391.4,13000
Sóc Trăng,normal,1015100.6,13000
Sóc Trăng,upper-middle,67776.13333333333,13000
Sơn La,extreme poverty,130178.06666666667,13000
Sơn La,lower-middle,89311.2,13000
Sơn La,normal,840952.8,13000
Sơn La,upper-middle,194563.93333333335,13000
Thanh Hóa,normal,3557610,13000
Thái Bình,extreme poverty,7949.4,13000
Thái Bình,lower-middle,8404.8,13000
Thái Bình,normal,1572680.9333333333,13000
Thái Bình,upper-middle,39201.86666666667,13000
Thái Nguyên,extreme poverty,6309.666666666666,13000
Thái Nguyên,lower-middle,13860.466666666667,13000
Thái Nguyên,normal,1224881.6666666667,13000
Thái Nguyên,upper-middle,47956.2,13000
Thừa Thiên Huế,extreme poverty,22374.333333333332,13000
Thừa Thiên Huế,lower-middle,18317.333333333332,13000
Thừa Thiên Huế,normal,1058388.0666666667,13000
Thừa Thiên Huế,upper-middle,38695.26666666666,13000
Tiền Giang,extreme poverty,23626.266666666666,13000
Tiền Giang,lower-middle,27322.8,13000
Tiền Giang,normal,1634189.1333333333,13000
Tiền Giang,upper-middle,78818.8,13000
Trà Vinh,extreme poverty,12735.866666666667,13000
Trà Vinh,lower-middle,24131.533333333333,13000
Trà Vinh,normal,892145.3333333334,13000
Trà Vinh,upper-middle,46625.26666666667,13000
Tuyên Quang,extreme poverty,32795.666666666664,13000
Tuyên Quang,lower-middle,18557.6,13000
Tuyên Quang,normal,703770.6666666666,13000
Tuyên Quang,upper-middle,49398.066666666666,13000
Tây Ninh,extreme poverty,1294.1333333333334,13000
Tây Ninh,lower-middle,3427.9333333333334,13000
Tây Ninh,normal,1101555.9333333333,13000
Tây Ninh,upper-middle,23231,13000
Vĩnh Long,extreme poverty,9400.8,13000
Vĩnh Long,lower-middle,18144.333333333332,13000
Vĩnh Long,normal,964805.1333333333,13000
Vĩnh Long,upper-middle,79409.73333333334,13000
Vĩnh Phúc,extreme poverty,11333.066666666666,13000
Vĩnh Phúc,lower-middle,8388.666666666666,13000
Vĩnh Phúc,normal,1132276.3333333333,13000
Vĩnh Phúc,upper-middle,54595.933333333334,13000
Yên Bái,extreme poverty,25347.333333333332,13000
Yên Bái,lower-middle,31853.866666666665,13000
Yên Bái,normal,731406.2666666667,13000
Yên Bái,upper-middle,85027.53333333334,13000
Điện Biên,extreme poverty,66861.8,13000
Điện Biên,lower-middle,70430.4,13000
Điện Biên,normal,349828.26666666666,13000
Điện Biên,upper-middle,122585.53333333334,13000
Đà Nẵng,normal,1190414,13000
Đắk Lắk,extreme poverty,68822,13000
Đắk Lắk,lower-middle,67267.33333333333,13000
Đắk Lắk,normal,1580626.5333333332,13000
Đắk Lắk,upper-middle,129730.13333333333,13000
Đắk Nông,extreme poverty,21364.933333333334,13000
